id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,label
19793,1,0,0,5,Meal Plan 1,0,Room_Type 1,8,2018,3,1,Corporate,0,0,0,65,0,0
19794,2,1,0,1,Meal Plan 1,0,Room_Type 1,44,2017,10,31,Online,0,0,0,96.3,3,0
19795,1,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,3,4,Online,0,0,0,86.4,0,0
19796,2,0,2,2,Meal Plan 1,0,Room_Type 1,88,2018,12,2,Online,0,0,0,54.09,0,0
19797,2,0,2,1,Meal Plan 1,0,Room_Type 1,101,2018,11,26,Online,0,0,0,90,2,0
19798,2,0,1,3,Not Selected,0,Room_Type 1,37,2018,2,15,Online,0,0,0,67.5,1,0
19799,1,0,0,1,Meal Plan 1,0,Room_Type 4,65,2017,11,18,Online,0,0,0,81.9,2,0
19800,2,0,2,4,Meal Plan 1,0,Room_Type 1,121,2018,11,16,Online,0,0,0,65.45,1,0
19801,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,7,2,Online,0,0,0,151,1,0
19802,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,8,16,Online,0,0,0,170,2,0
19803,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85,0,0
19804,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,75,0,0
19805,1,0,0,1,Meal Plan 1,0,Room_Type 1,45,2018,4,7,Online,0,0,0,112.5,0,1
19806,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65,0,0
19807,2,0,2,3,Meal Plan 1,0,Room_Type 1,250,2018,9,8,Online,0,0,0,100.3,2,1
19808,1,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,8,23,Online,0,0,0,80,2,0
19809,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,3,31,Online,0,0,0,140,0,0
19810,2,0,1,3,Meal Plan 1,0,Room_Type 1,114,2018,6,6,Online,0,0,0,87.67,2,0
19811,2,0,2,4,Meal Plan 1,0,Room_Type 4,151,2018,10,27,Online,0,0,0,104.25,0,1
19812,2,1,0,3,Meal Plan 1,0,Room_Type 1,119,2018,7,27,Online,0,0,0,121.5,0,1
19813,2,0,1,3,Meal Plan 2,0,Room_Type 4,46,2018,6,20,Online,0,0,0,149.4,0,0
19814,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70,0,1
19815,2,0,1,0,Not Selected,0,Room_Type 1,53,2018,9,26,Online,0,0,0,125.1,1,1
19816,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108.42,1,0
19817,1,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,75,0,1
19818,2,0,2,1,Not Selected,0,Room_Type 1,93,2018,10,8,Online,0,0,0,79,1,0
19819,2,0,1,4,Meal Plan 1,0,Room_Type 1,70,2018,8,17,Online,0,0,0,135.9,1,0
19820,2,1,0,2,Meal Plan 1,1,Room_Type 5,0,2018,7,22,Complementary,0,0,0,0,2,0
19821,3,0,2,5,Meal Plan 1,0,Room_Type 4,66,2018,7,15,Online,0,0,0,138.99,2,0
19822,2,0,0,4,Not Selected,0,Room_Type 1,55,2018,11,2,Online,0,0,0,88,0,0
19823,2,1,0,2,Meal Plan 1,0,Room_Type 4,8,2018,12,9,Complementary,1,0,1,0,2,0
19824,2,0,0,2,Meal Plan 1,0,Room_Type 4,76,2018,6,28,Online,0,0,0,131.4,1,0
19825,2,2,1,2,Meal Plan 2,0,Room_Type 6,200,2018,10,31,Online,0,0,0,213.6,0,1
19826,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,12,23,Online,0,0,0,104,0,0
19827,1,0,1,0,Not Selected,0,Room_Type 1,0,2018,7,3,Online,0,0,0,92.86,0,0
19828,2,0,0,1,Meal Plan 1,1,Room_Type 4,45,2018,9,9,Online,0,0,0,149.4,1,0
19829,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,1
19830,2,1,0,2,Meal Plan 2,0,Room_Type 1,20,2018,9,9,Online,0,0,0,193.05,2,0
19831,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,1
19832,2,0,0,3,Meal Plan 1,0,Room_Type 4,12,2018,12,15,Online,0,0,0,117,0,0
19833,2,0,0,4,Meal Plan 1,0,Room_Type 6,4,2018,4,20,Online,0,0,0,143.38,2,0
19834,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1,0
19835,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,0
19836,2,0,1,2,Not Selected,0,Room_Type 1,36,2018,10,28,Online,0,0,0,109,1,0
19837,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,2018,10,5,Online,0,0,0,149,1,0
19838,1,0,0,3,Meal Plan 1,1,Room_Type 1,1,2018,9,6,Corporate,1,3,43,67,0,0
19839,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,10,7,Online,0,0,0,135,2,0
19840,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,7,1,Online,0,0,0,107.1,1,0
19841,2,0,1,0,Meal Plan 1,0,Room_Type 1,8,2017,8,16,Online,0,0,0,99,1,1
19842,2,0,0,3,Meal Plan 1,0,Room_Type 1,39,2018,2,10,Online,0,0,0,57.28,1,0
19843,2,0,1,4,Meal Plan 1,0,Room_Type 1,133,2018,5,9,Online,0,0,0,99.45,1,0
19844,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,1,30,Online,0,0,0,64.64,0,0
19845,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115,1,1
19846,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,11,1,Offline,0,0,0,75,0,0
19847,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,0
19848,3,0,2,4,Meal Plan 2,0,Room_Type 4,112,2017,9,16,Offline,0,0,0,149.75,1,0
19849,3,0,1,1,Meal Plan 2,0,Room_Type 4,33,2018,4,30,Online,0,0,0,210.6,0,1
19850,1,0,2,2,Meal Plan 1,0,Room_Type 4,165,2018,10,28,Online,0,0,0,104.4,3,0
19851,2,0,0,2,Meal Plan 1,0,Room_Type 1,69,2018,4,27,Online,0,0,0,105.3,0,1
19852,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100,0,1
19853,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,1
19854,3,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,4,26,Online,0,0,0,152,2,0
19855,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115,1,1
19856,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,1
19857,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,0
19858,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120,0,0
19859,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,27,Online,0,0,0,96.3,0,0
19860,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,16,Complementary,0,0,0,0,0,0
19861,2,1,1,4,Meal Plan 2,0,Room_Type 1,197,2018,12,21,Offline,0,0,0,137,0,0
19862,3,0,2,3,Meal Plan 1,0,Room_Type 1,161,2018,10,2,Online,0,0,0,108.8,2,1
19863,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,1,28,Offline,0,0,0,80,0,0
19864,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,1,1
19865,1,0,1,1,Meal Plan 2,0,Room_Type 1,60,2017,9,21,Online,0,0,0,0,0,0
19866,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,0
19867,2,1,2,2,Meal Plan 1,0,Room_Type 1,42,2018,3,20,Online,0,0,0,113.6,0,1
19868,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,7,1,Offline,0,0,0,72.25,0,0
19869,3,0,2,1,Meal Plan 1,0,Room_Type 4,55,2018,5,8,Online,0,0,0,159.3,0,0
19870,2,0,0,1,Not Selected,1,Room_Type 1,5,2017,12,8,Online,0,0,0,84,1,0
19871,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,9,16,Offline,0,0,0,113.6,0,0
19872,1,0,2,1,Not Selected,0,Room_Type 1,116,2018,12,17,Online,0,0,0,79.2,2,0
19873,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,1
19874,2,0,1,3,Not Selected,0,Room_Type 1,85,2018,4,28,Online,0,0,0,102.43,0,1
19875,2,0,2,3,Meal Plan 1,0,Room_Type 4,44,2018,3,20,Online,0,0,0,107.5,1,0
19876,2,0,1,2,Not Selected,0,Room_Type 1,286,2018,12,30,Online,0,0,0,80.7,1,1
19877,3,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,125,0,1
19878,2,0,0,2,Meal Plan 1,0,Room_Type 4,142,2018,8,26,Online,0,0,0,109.8,0,1
19879,2,2,0,1,Meal Plan 1,0,Room_Type 6,22,2018,12,17,Online,0,0,0,174,1,0
19880,2,0,0,3,Meal Plan 1,0,Room_Type 1,86,2018,3,10,Offline,0,0,0,58,0,0
19881,3,0,2,4,Meal Plan 1,0,Room_Type 1,72,2018,7,17,Offline,0,0,0,96.9,1,0
19882,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,2017,7,2,Online,0,0,0,76.5,1,1
19883,2,0,1,3,Meal Plan 1,0,Room_Type 1,19,2018,11,14,Online,0,0,0,64.67,1,0
19884,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2017,10,12,Corporate,0,0,0,65,0,1
19885,1,0,1,0,Meal Plan 1,1,Room_Type 1,3,2018,12,5,Corporate,1,0,3,67,1,0
19886,2,0,1,2,Meal Plan 1,0,Room_Type 2,17,2018,1,1,Online,0,0,0,96.08,1,0
19887,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2017,12,5,Online,0,0,0,102,1,0
19888,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,1
19889,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,5,23,Online,0,0,0,135.8,1,0
19890,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,29,Offline,0,0,0,130,0,0
19891,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,66.88,0,0
19892,2,0,0,4,Meal Plan 1,0,Room_Type 1,77,2018,3,23,Online,0,0,0,88.83,0,1
19893,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,8,3,Online,0,0,0,166,3,0
19894,2,0,1,0,Meal Plan 1,0,Room_Type 4,1,2018,7,17,Online,0,0,0,146,1,0
19895,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
19896,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Online,0,0,0,6,0,0
19897,2,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,96,0,0
19898,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100,0,0
19899,1,0,1,4,Meal Plan 1,0,Room_Type 1,209,2017,7,29,Online,0,0,0,55.96,0,1
19900,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,10,20,Corporate,0,0,0,95,0,0
19901,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90,1,1
19902,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,18,Offline,0,0,0,117.8,0,0
19903,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,4,27,Online,0,0,0,146,1,0
19904,2,0,1,4,Meal Plan 1,0,Room_Type 1,228,2018,8,31,Online,0,0,0,90.95,1,0
19905,2,0,0,4,Meal Plan 1,0,Room_Type 1,87,2018,8,31,Online,0,0,0,131.4,2,0
19906,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98,0,0
19907,2,0,0,1,Not Selected,1,Room_Type 1,65,2018,3,10,Online,0,0,0,76.5,0,0
19908,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,2,12,Offline,0,0,0,87,0,0
19909,2,0,2,3,Meal Plan 1,0,Room_Type 1,135,2017,8,1,Online,0,0,0,76.5,3,0
19910,2,0,2,6,Meal Plan 1,0,Room_Type 1,64,2017,10,20,Online,0,0,0,89.25,2,0
19911,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,7,8,Online,0,0,0,135.9,1,0
19912,2,0,0,1,Meal Plan 1,1,Room_Type 1,138,2018,5,7,Online,0,0,0,114.3,1,0
19913,2,0,0,5,Meal Plan 1,0,Room_Type 1,60,2017,12,29,Online,0,0,0,98.21,0,0
19914,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100,0,1
19915,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,1,27,Online,0,0,0,102,1,0
19916,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,0
19917,2,0,0,2,Meal Plan 1,0,Room_Type 4,3,2018,12,2,Online,0,0,0,117.5,2,0
19918,2,0,1,2,Meal Plan 1,0,Room_Type 1,149,2018,9,2,Offline,0,0,0,80.75,0,0
19919,2,0,1,2,Meal Plan 1,0,Room_Type 1,230,2018,9,2,Online,0,0,0,96.3,1,0
19920,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2017,9,19,Corporate,0,0,0,120,0,0
19921,2,0,0,1,Not Selected,0,Room_Type 1,70,2018,12,8,Online,0,0,0,79.2,2,0
19922,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,0
19923,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,1
19924,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0,0
19925,2,0,1,3,Not Selected,0,Room_Type 1,115,2018,5,2,Online,0,0,0,89.25,0,1
19926,2,0,2,2,Not Selected,0,Room_Type 1,56,2018,8,28,Online,0,0,0,72.42,1,0
19927,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
19928,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,1
19929,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,0
19930,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,2017,9,25,Online,0,0,0,180,1,0
19931,2,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,9,19,Online,0,0,0,124,2,0
19932,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,9,21,Offline,0,0,0,101.52,0,0
19933,3,0,1,2,Meal Plan 1,0,Room_Type 1,144,2018,4,22,Offline,0,0,0,105.4,1,1
19934,2,0,2,5,Meal Plan 1,0,Room_Type 1,118,2018,9,3,Offline,0,0,0,99.28,0,0
19935,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,1,24,Online,0,0,0,90,0,0
19936,2,0,2,1,Meal Plan 1,0,Room_Type 1,225,2018,8,13,Online,0,0,0,105.3,0,1
19937,2,0,2,1,Meal Plan 1,0,Room_Type 1,130,2018,7,17,Online,0,0,0,105.3,0,0
19938,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,2,26,Online,0,0,0,67.5,0,1
19939,2,0,0,1,Meal Plan 1,0,Room_Type 1,179,2018,7,1,Online,0,0,0,96.3,1,1
19940,2,0,2,2,Meal Plan 1,0,Room_Type 4,173,2018,9,30,Online,0,0,0,126.9,1,1
19941,2,0,0,3,Meal Plan 1,0,Room_Type 1,173,2018,3,31,Online,0,0,0,100.8,2,1
19942,2,0,1,2,Not Selected,0,Room_Type 1,47,2018,11,11,Online,0,0,0,79.2,2,0
19943,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,2018,8,19,Online,0,0,0,149.4,0,1
19944,2,1,2,2,Meal Plan 1,0,Room_Type 1,12,2018,2,20,Offline,0,0,0,100,1,0
19945,1,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,75.25,0,0
19946,2,0,0,2,Not Selected,0,Room_Type 1,22,2018,9,15,Online,0,0,0,139,1,1
19947,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,2017,12,6,Online,0,0,0,72.22,0,0
19948,1,0,0,3,Meal Plan 1,0,Room_Type 4,21,2018,5,3,Online,0,0,0,156,0,1
19949,2,2,0,1,Meal Plan 1,0,Room_Type 1,5,2018,4,22,Online,0,0,0,167,1,0
19950,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95,0,1
19951,2,0,0,2,Meal Plan 1,0,Room_Type 4,48,2018,5,24,Online,0,0,0,140.4,1,0
19952,2,0,2,3,Meal Plan 1,0,Room_Type 1,63,2018,4,24,Online,0,0,0,99.79,1,0
19953,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,120,0,1
19954,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,62.5,0,0
19955,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61,0,1
19956,2,1,2,2,Meal Plan 1,0,Room_Type 1,86,2018,10,29,Online,0,0,0,83.3,0,0
19957,2,0,1,2,Not Selected,0,Room_Type 1,20,2018,12,9,Online,0,0,0,92.67,1,0
19958,2,2,2,3,Meal Plan 1,0,Room_Type 1,81,2018,5,15,Online,0,0,0,135.15,0,1
19959,2,0,2,2,Not Selected,0,Room_Type 1,45,2018,5,21,Online,0,0,0,116.1,1,0
19960,2,1,2,2,Meal Plan 1,0,Room_Type 4,0,2018,1,24,Offline,0,0,0,68.4,1,0
19961,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,2018,10,10,Offline,0,0,0,120,0,1
19962,1,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,9,2,Online,0,0,0,104.4,1,0
19963,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,0,0,0,95.88,1,0
19964,2,0,1,2,Not Selected,0,Room_Type 1,10,2017,9,21,Online,0,0,0,117.04,1,1
19965,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0,0,0
19966,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2017,9,14,Online,0,0,0,152,1,0
19967,2,0,2,1,Meal Plan 1,0,Room_Type 2,223,2018,7,24,Online,0,0,0,86.63,0,1
19968,2,0,0,2,Not Selected,0,Room_Type 1,177,2018,8,16,Online,0,0,0,94.5,1,0
19969,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,1,12,Online,0,0,0,73.95,0,0
19970,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87,0,0
19971,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,1
19972,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,1
19973,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,3,16,Online,0,0,0,95.48,1,0
19974,2,0,0,3,Not Selected,0,Room_Type 1,40,2018,3,23,Online,0,0,0,108.5,1,0
19975,2,0,2,0,Meal Plan 1,0,Room_Type 1,41,2018,9,25,Online,0,0,0,135.9,1,1
19976,2,0,2,3,Meal Plan 1,0,Room_Type 1,322,2018,12,30,Online,0,0,0,82.79,0,1
19977,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,5,31,Online,0,0,0,87.12,0,0
19978,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75,0,0
19979,2,0,1,2,Meal Plan 1,0,Room_Type 4,20,2018,5,30,Online,0,0,0,132.67,1,0
19980,2,0,2,1,Meal Plan 1,0,Room_Type 4,125,2018,5,7,Online,0,0,0,114.3,1,0
19981,2,0,0,1,Not Selected,0,Room_Type 1,66,2018,9,22,Online,0,0,0,125.1,2,0
19982,1,0,0,1,Meal Plan 1,0,Room_Type 1,46,2018,7,8,Online,0,0,0,112.5,2,0
19983,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,5,2,Corporate,0,0,0,95,0,0
19984,2,0,1,0,Meal Plan 1,0,Room_Type 1,41,2018,5,16,Online,0,0,0,126.9,0,1
19985,2,0,2,5,Meal Plan 1,0,Room_Type 2,178,2018,9,2,Online,0,0,0,112.01,0,1
19986,2,2,0,1,Meal Plan 1,0,Room_Type 6,153,2018,8,19,Online,0,0,0,186.3,0,1
19987,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,102.6,2,0
19988,2,0,2,3,Meal Plan 2,0,Room_Type 1,79,2018,4,30,Offline,0,0,0,105,0,0
19989,2,0,3,7,Meal Plan 1,0,Room_Type 1,9,2018,2,12,Online,0,0,0,91,0,1
19990,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,9,9,Online,0,0,0,152,2,0
19991,2,0,2,3,Meal Plan 1,0,Room_Type 1,24,2017,12,24,Offline,0,0,0,58,1,0
19992,2,0,1,1,Not Selected,0,Room_Type 1,90,2018,5,21,Online,0,0,0,116.1,0,1
19993,2,0,2,3,Meal Plan 1,0,Room_Type 1,13,2018,2,14,Offline,0,0,0,73.2,0,0
19994,1,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,11,Online,0,0,0,156,0,1
19995,3,0,2,3,Meal Plan 1,0,Room_Type 4,159,2018,7,23,Online,0,0,0,130.05,2,1
19996,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,4,15,Online,0,0,0,96.3,1,0
19997,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,12,16,Online,0,0,0,79.2,0,0
19998,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
19999,2,0,0,0,Meal Plan 1,0,Room_Type 4,67,2018,5,21,Online,0,0,0,0,1,0
20000,3,0,0,1,Meal Plan 1,0,Room_Type 4,45,2018,9,30,Online,0,0,0,151.2,0,0
20001,2,0,0,3,Meal Plan 1,0,Room_Type 1,128,2018,5,4,Offline,0,0,0,80.75,1,0
20002,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130,0,0
20003,2,2,1,1,Meal Plan 1,0,Room_Type 6,21,2018,4,11,Online,0,0,0,196,0,1
20004,2,0,2,2,Meal Plan 1,1,Room_Type 1,156,2018,8,7,Offline,0,0,0,81.25,0,0
20005,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,0
20006,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,6,6,Offline,0,0,0,110,0,0
20007,3,0,1,1,Meal Plan 2,1,Room_Type 4,57,2018,9,26,Online,0,0,0,228.6,2,0
20008,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,1
20009,2,0,0,2,Not Selected,0,Room_Type 1,3,2018,4,8,Online,0,0,0,104,1,0
20010,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,2,0
20011,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,0
20012,2,0,1,3,Meal Plan 1,0,Room_Type 6,20,2018,12,22,Online,0,0,0,147.9,0,0
20013,2,0,1,2,Not Selected,0,Room_Type 1,30,2018,8,5,Online,0,0,0,125.1,1,0
20014,2,0,1,0,Meal Plan 1,0,Room_Type 1,166,2018,6,26,Online,0,0,0,96.3,1,0
20015,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,0
20016,1,0,1,2,Meal Plan 1,0,Room_Type 1,38,2018,9,19,Offline,0,0,0,81,1,0
20017,1,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,11,6,Online,0,0,0,146.6,1,0
20018,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,0,0
20019,1,1,2,5,Meal Plan 1,0,Room_Type 2,258,2018,12,28,Online,0,0,0,73.41,3,0
20020,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,11,Offline,0,0,0,135,0,0
20021,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115,1,1
20022,3,0,0,1,Meal Plan 1,0,Room_Type 4,213,2018,12,17,Online,0,0,0,110.7,0,0
20023,1,0,0,2,Meal Plan 1,0,Room_Type 4,20,2018,2,9,Online,0,0,0,63.22,1,0
20024,2,2,0,1,Meal Plan 1,1,Room_Type 6,30,2018,8,6,Online,0,0,0,216.9,1,0
20025,2,0,1,4,Meal Plan 1,0,Room_Type 1,26,2018,3,2,Offline,0,0,0,87,0,0
20026,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
20027,2,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,11,30,Online,0,0,0,98.1,1,0
20028,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,8,17,Online,0,0,0,100,2,0
20029,1,0,1,2,Meal Plan 1,1,Room_Type 1,7,2018,5,23,Corporate,1,0,2,67,0,0
20030,2,1,2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,6,Offline,0,0,0,64,1,0
20031,3,0,0,2,Meal Plan 1,0,Room_Type 4,138,2018,8,18,Online,0,0,0,142.2,0,1
20032,2,0,1,4,Not Selected,0,Room_Type 4,10,2018,6,13,Online,0,0,0,113.24,0,0
20033,2,0,1,5,Meal Plan 1,0,Room_Type 4,8,2018,8,22,Online,0,0,0,99.46,1,0
20034,2,0,1,1,Not Selected,0,Room_Type 1,91,2018,5,21,Online,0,0,0,116.1,0,0
20035,1,0,0,1,Not Selected,0,Room_Type 1,7,2018,1,26,Online,0,0,0,66.7,0,0
20036,2,0,0,0,Not Selected,0,Room_Type 1,2,2018,5,1,Online,0,0,0,0,0,0
20037,2,0,0,1,Meal Plan 1,0,Room_Type 1,76,2018,11,22,Online,0,0,0,93.6,1,0
20038,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,2018,4,10,Offline,0,0,0,100,0,1
20039,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,0
20040,2,0,0,2,Meal Plan 2,0,Room_Type 1,160,2018,9,13,Offline,0,0,0,115,1,1
20041,2,0,0,1,Meal Plan 3,0,Room_Type 7,0,2018,4,20,Complementary,1,0,2,0,1,0
20042,2,0,1,4,Meal Plan 1,0,Room_Type 1,135,2018,5,9,Online,0,0,0,79.72,1,1
20043,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,1
